course_id;course_name;professor;department;semester;days;time;description
GERMAN  143;German History from Bismarck to Hitler;Frank Johnson;Germanic Languages & Lit;2021 Fall;"[{""days"":""T""},{""days"":""Th""}]";10:30am -  11:45am;German History loomed like a specter over the twentieth century. In the twenty-first century, Americans have been debating the relevance and legitimacy of comparisons between German history and our contemporary world. How useful is German history for understanding our current moment? How might our present day concerns distort what we see in the past? This course will examine the history of Germans in Europe and elsewhere, starting with the revolutions of 1848 and ending with the separ
PERSIAN  130AR;Advanced Persian I;Ebrahimian;Near Eastern Languages & Civ;2021 Fall;"[{""days"":""T""},{""days"":""Th""}]";3:00pm -  4:15pm;This course is a survey of Persian literature in Persian with a focus on the 19th and the 20th centuries. We begin with methods of reading literary Persian texts and continue to classical poetry, folk literature, travelogues, letters, political satire, drama, fiction, and modern poetry. There is occasional incorporation of film depending on interest. Knowledge of Persian is required. Students must have successfully completed Intermediate Persian BB at Harvard or passed the placement test for the
GOV 1295;Comparative Politics in Latin America;Levitsky;Government;2022 Spring;"[{""days"":""T""},{""days"":""Th""}]";1:30pm -  2:45pm;Examines dynamics of political and economic changes in modern Latin America, focusing on Argentina, Brazil, Chile, Cuba, Mexico and Venezuela. Topics include the rise of populism and import-substituting industrialization, revolutions and revolutionary movements, the causes and consequences of military rule, the politics of economic reform, democratic transitions, and democratic consolidation. The course analyzes these phenomena from a variety of different theoretical perspectives, including cult
PSY 1527;Power and Society in Romantic Relationships;Valshtein;Psychology;2022 Spring;"[{""days"":""Th""}]";9:45am -  11:45am;Groan-worthy rom-coms, cheesy pick-up lines, and bad dates ranging from hilarious to perilous—navigating romantic relationships can be treacherous. This course critically examines how romantic relationships are affected by the social world. Drawing on diverse perspectives across psychology, sociology, feminist scholarship, and queer theory, we will investigate how relationships in contemporary western society are formed, maintained, and dissolved, as well as the ways in which relationship
ANTHRO 1906;Care in Critical Times;Wright;Anthropology;2021 Fall;"[{""days"":""Th""}]";12:00pm -  2:45pm;What is care? How can and do communities mobilize care as a social intervention, political act, and tool for building intimacy, healing, and hope? Now, more than ever, it is imperative that we care for ourselves and our communities, but caring is not an apolitical or individual act and we must analyze the inherent inequalities and social dimensions of what it means to give and receive care. Employing a feminist mode of inquiry and an engaged anthropology approach, this course requires students t
SOCIOL 1181;Social Change in Modern Korea;Chang;Sociology;2021 Fall;"[{""days"":""M""},{""days"":""W""}]";3:00pm -  4:15pm;This course explores the incredible transformation of Korean society in the modern period.  We begin with the demise of the Choson Dynasty at the end of the 19th century before covering the Japanese colonial period (1910-1945), the emergence of two Korean nation-states (1945-1948), the Korean War (1950-53), and the contemporary period (1960-present).  The course is divided into two sections: in the first part of the course we will discuss Korea’s political and economic transforma
HIST 1921;The History of Law in Europe;Herzog;History;2022 Spring;"[{""days"":""M""}]";12:45pm -  2:45pm;This is a conference course on the history of law in Europe (including both England and the Continent, as well as Europe’s overseas domains) from the fall of the Roman Empire (5th century) to the establishment of the European Community (20th century). Organized chronologically, it engages with the sources and nature of Law, the organization of legal systems and the relationship between law and society, law and law-maker, law and the legal professions.
E-PSCI  166;State-of-the-art Instrumentation in Environmental Sciences;Keutsch;Earth & Planetary Sciences;2022 Spring;"[{""days"":""M""},{""days"":""W""},{""days"":""F""}]";9:45am -  11:00am;This course will showcase how novel technologies have allowed fascinating new insights into key aspects of our environment that are of high societal importance. Students will gain both an understanding of topics such as climate change and air pollution as well as detailed knowledge of the design and underlying principles of environmental instrumentation, especially via the hands-on laboratory sessions.The development of novel instrumentation, driven by technological advances, is transforming obs
AFRAMER  181Y;Explorations in Afro-Latin American Art;de la Fuente;African & African Amer Studies;2022 Spring;"[{""days"":""T""}]";12:45pm -  2:45pm;This seminar explores how visual artists and the visual arts have contributed to debates on race, citizenship, and nation in Latin America, from the colonial period to the present. We approach the history of art in Latin America primarily through the production of images of afro-decendants and works by artists of African descent.  We will offer a critical and historical analysis of  the racialized biases of the existing canon, as well as the need for new research strategies, new method
SPANSH  159;Trans* Literary and Cultural Production in the Americas;Sanchez Cruz;Romance Languages & Lit;2021 Fall;"[{""days"":""T""},{""days"":""Th""}]";4:30pm -  5:45pm;This course explores 20th and 21st century manifestations of trans* and travesti subjects in literature, visual culture, and society. What does trans* has to say about modernity, citizenship, and neoliberalism, and what are the strategies and gestures of resistance, mobilization, and survivability? We will explore these critical interrogations while also touch on the complexities of terminologies—trans*, trans-, trans, and travesti, for instance—(de)attached to structures of sex, gen
APMTH  121;Introduction to Optimization: Models and Methods;Levine;Applied Mathematics;2021 Fall;"[{""days"":""T""},{""days"":""Th""}]";9:00am -  10:15am;Introduction to basic mathematical ideas and computational methods for solving deterministic optimization problems. Topics covered: linear programming, integer programming, branch-and-bound, branch-and-cut. Emphasis on modeling. Examples from business, society, engineering, sports, e-commerce. Exercises in AMPL, complemented by Mathematica or Matlab.
TDM  119B;Vocal Production For Performers;Bailey;Theater, Dance & Media;2022 Spring;"[{""days"":""T""},{""days"":""Th""}]";10:30am -  11:45am;For students interested in working in theater, film and television, this course is a continued exploration of vocal production, speech skills and text work. Building on concepts of breath, resonance, and articulation, this course will move on to explore support for vocal extremes, the International Phonetic Alphabet in preparation for dialect work, and the skills necessary for speaking heightened, poetic text with power and precision.  TDM 119 is a suggested but not required prerequisite.
PSY 1750;Free Will, Responsibility, and Law;Greene;Psychology;2021 Fall;"[{""days"":""M""}]";3:00pm -  5:45pm;Examines the issues of free will and responsibility from philosophical, psychological, and neuroscientific perspectives, with special attention paid to potential legal applications.
ENGLISH  103W;Advanced Old English: Wisdom Poetry;TBA;English;2022 Spring;"[{""days"":""T""},{""days"":""Th""}]";3:00pm -  4:15pm;Old English poems love to recycle age-old wisdom in what are called “gnomic” verses.  Usually expressed in laconic language and embedded in various genres of poems, the meaning of these passages can be unclear: Soð bið swicolost could be translated as “Truth is complicated.” Their prevalence, however, suggests that the wisdom they conveyed was held in universal esteem.  This course will examine the structure, content, and context of g
SAS  101R;South Asian Language Tutorials, Intermediate Level;Patil;South Asian Studies;2022 Spring;[];-  TBA;"Individualized study of a South Asian language at the intermediate level; emphasis on written expression, reading comprehension and oral fluency. Languages recently offered are Intermediate Bahasa Indonesia, Intermediate Bengali, and Intermediate Burmese though others may be approved upon petition to the Director of Undergraduate Studies/Director of Graduate Studies."
HAA  177M;Manet to Man Ray: Modern Art and Its Colonial Matrix;Gough;History of Art & Architecture;2021 Fall;"[{""days"":""T""}]";12:00pm -  2:45pm;How does modernist innovation and experimentation between 1860-1940 relate to the European quest for empire? How was modernism shaped by the violence of imperial expansion, and the domination and subordination of colonized peoples? To what extent were modern artists implicated in the colonial project of their historical moment? And to what extent, by contrast, did they oppose and engage critically with that project? Relatedly, what are the aesthetics and politics of the “exotic”
BCS  AB;Elementary Bosnian, Croatian, and Serbian II;Kuzmic;Slavic Languages & Literatures;2022 Spring;"[{""days"":""M""},{""days"":""W""},{""days"":""F""}]";10:30am -  11:45am;Part two of a two-part introductory course in modern Bosnian, Croatian, and Serbian (BCS) language and culture, designed for students without previous knowledge who would like to speak BCS or use the language for reading and research. All four major communicative skills (speaking, listening comprehension, reading, writing) are stressed. Students are exposed to BCS culture through excerpts from poetry, prose, and newspaper articles, as well as video and popular music clips as they learn to u
ANTHRO 1182;People of the Sun: The Archaeology of Ancient Mexico;Carballo;Anthropology;2021 Fall;"[{""days"":""M""},{""days"":""W""}]";12:00pm -  1:15pm;"This course provides a broad overview of the archaeology of ancient Mexico and Central America, focusing on the Indigenous cultures of highland Mexico such as the Aztecs and Zapotecs, as well as their predecessors and contemporary descendants. Topics include the origins of food production and early cuisine; development of regional exchange networks; rise of towns, temples, and urbanism; emergence of states and empires; and resilience of Indigenous lifeways through conquest and colonial periods."
HAA  172P;Artisanal Modernism & the Labor of Women;Gough;History of Art & Architecture;2022 Spring;"[{""days"":""W""}]";12:00pm -  2:45pm;The objectives of this workshop-style graduate seminar are two-fold: 1) To foreground the pioneering role of textiles and other artisanal media produced by women in the development of modernist art, especially abstraction, Dada, constructivism, productivism, & the Bauhaus & its diaspora. 2) To study and research related works of art in the collections of the Harvard Art Museums (HAMs), with a view to curating an exhibition on the subject for its teaching galleries. All ses
SOCIOL 1152;Conflict, Justice, and Healing;Lee;Sociology;2021 Fall;"[{""days"":""M""},{""days"":""W""}]";1:30pm -  2:45pm;Serious crime and other forms of conflict are experienced as a traumatic violation.  This is to be avoided at all costs.  And yet… some survivors experience surprising levels of resilience, a renewed sense of meaning and purpose, empowerment, and post-traumatic growth.  Some offenders turn towards a deeper sense of truth and existential responsibility.  Some communities transcend institutionalized patterns of dehumanization and violence to embrace the challenging path
BE  129;Introduction to Bioelectronics;Liu;Biomedical Engineering;2022 Spring;"[{""days"":""T""},{""days"":""Th""}]";11:15am -  12:30pm;This course introduces bioelectronics and its applications in neuroscience, neuroengineering, cardiology, wearable technology, and so on. The focus is on the basic principles of bioelectricity, biochemistry, and physiological behaviors of biological systems and how to design electronic tools to precisely measure and control them. Key themes throughout the course will include bioelectricity, biochemistry, cellular and tissue physiological behavior, optogenetics, sensors, stimulators, circuits, si
AFVS  114;Hoarding Fever/Archive Fatigue (Studio Course);Burin;Art, Film, and Visual Studies;2022 Spring;"[{""days"":""W""}]";3:00pm -  5:45pm;Why do we decide to keep things? What politics hide in taxonomy? How do citizenship, colonialism, and death relate to our stuff? And what’s the deal with Marie Kondo? This studio course will use the discourses around Archive and research based practice as a starting point for developing work in a range of media. We will look at existing archives, develop our own collections as a form of artistic practice, and destabilize the authority of archives by considering informal, queer, pathol
PERSIAN  152;Literary and Visual Narrative in the Persian Epic Tradition;Landau;Near Eastern Languages & Civ;2021 Fall;"[{""days"":""W""}]";12:45pm -  2:45pm;Foundational to Iranian cultural identity and a masterpiece of world literature, the Shahnameh of Abolqasem Ferdowsi (ca. 940 – 1019) can be said to epitomize the essential features of Persian epic, much like Homer’s Iliad and Odyssey for Greek. With its unique combination of mythical, heroic and historical components, the Persian Book of Kings is also one of the most widely illustrated narratives in the Islamicate arts of the book. Alongside the reading of the Shahname in Dick Davis
COMPLIT  156;Songmaking and the Idea of Lyric;Nagy;Comparative Literature;2021 Fall;"[{""days"":""M""}]";12:45pm -  2:45pm;A re-examination of “Lyric” as occasion as well as genre. Central questions to be explored will include: how do the “lyrics” of composed song come alive in performance? For example, how do the two librettists of Puccini’s opera La Bohème contribute to the making of a masterpiece in song? Shared readings include The Lyric Theory Reader: A Critical Anthology, edited by Virginia Jackson and Yopie Prins. Students are free to select as their focus of research any
PHIL  156;Philosophy of Mind;Chen;Philosophy;2022 Spring;"[{""days"":""T""},{""days"":""Th""}]";1:30pm -  2:45pm;An examination of the relation between the mind and the natural world. Topics include: the mind – body problem and proposed solutions to it, consciousness, and mental representation. Readings will consist mostly of influential papers from the latter half of the 20th Century.
FOLKMYTH  133;Supernatural Storytelling: Ghost-lore, Occult Legends, and the Politics of the Paranormal;Brower;Folklore & Mythology;2021 Fall;"[{""days"":""W""}]";7:00pm -  8:59pm;What do our ghost stories say about us, what do our beasts betray about us? Which witches bewitch us, which rumors consume us, and what sense can be made of what haunts us? Restless spirits, alien invaders, wicked witches, bloodthirsty vampires, legendary cryptids, murderous ogres, Illuminati satanists, memetic online menaces: our contemporary bestiary is overflowing with meaningful monsters. Our spine-tingling intellectual task in this course will be to analyze the roles that these malevolent
CHNSE  140A 001;Advanced Modern Chinese;Chen;East Asian Langs & Civ;2021 Fall;"[{""days"":""M""},{""days"":""W""},{""days"":""F""}]";10:30am -  11:30am;This course aims at further developing students’ ability to use Chinese at a more advanced level. Students will engage in in-depth readings and discussions of various genres and writing styles, including argumentative essays, narratives, journalistic articles, and descriptive and literary writing. Emphasis is placed on reading and writing to specific audiences, and the use of complex structures and advanced vocabulary in formal speech and writing.
ENGLISH  CCFC;Poetry Workshop: Form & Content;Smith;English;2021 Fall;"[{""days"":""M""}]";12:00pm -  2:45pm;In this workshop, we’ll look closely at the craft-based choices poets make, and track the effects they have upon what we as readers are made to think and feel. How can implementing similar strategies better prepare us to engage the questions making up our own poetic material? We’ll also talk about content. What can poetry reveal about the ways our interior selves are shaped by public realities like race, class, sexuality, injustice and more?
LING  123;Intermediate Indo-European;Jasanoff;Linguistics;2021 Fall;"[{""days"":""Th""}]";3:00pm -  5:00pm;Designed as a sequel to Linguistics 107. A detailed overview of Indo-European comparative grammar, with emphasis on recent developments and discoveries.
SAS  101R 004;South Asian Language Tutorials, Intermediate Level;Patil;South Asian Studies;2021 Fall;[];-  TBA;"Individualized study of a South Asian language at the intermediate level; emphasis on written expression, reading comprehension and oral fluency. Languages recently offered are Intermediate Bahasa Indonesia, Intermediate Bengali, and Intermediate Burmese though others may be approved upon petition to the Director of Undergraduate Studies/Director of Graduate Studies."
SCRB  190;Understanding Aging: Degeneration, Regeneration, and the Scientific Search for the Fountain of Youth;Wagers;Stem Cell & Regenerative Biol;2021 Fall;"[{""days"":""M""},{""days"":""W""}]";12:00pm -  1:15pm;This lecture and discussion course will explore the fundamental molecular and cellular mechanisms that govern organismal aging and contemporary strategies to delay or reverse this process.
PHIL  129;Kants Critique of Pure Reason;Matherne;Philosophy;2021 Fall;"[{""days"":""M""},{""days"":""W""}]";10:30am -  11:45am;In this course, we will work through Immanuel Kant’s Critique of Pure Reason (1781/87). In analyzing this text, we will explore the account of metaphysics, epistemology, and philosophy of mind that Kant defends. More specifically, we will address the negative aspects of his project, including his criticisms of rationalism and empiricism. We will also examine his positive views regarding the nature of the mind, the nature of experience, the metaphysics of transcendental idealism, and the fo
BCS  BB;Intermediate Bosnian, Croatian, and Serbian II;Kuzmic;Slavic Languages & Literatures;2022 Spring;"[{""days"":""M""},{""days"":""W""},{""days"":""F""}]";1:30pm -  2:45pm;Part two of a two-part intermediate course in modern Bosnian, Croatian, and Serbian (BCS) language and culture for students with previous study of the language. Further development of vocabulary and oral expression within a comprehensive review of BCS grammar. All four major communicative skills (speaking, listening comprehension, reading, writing) are stressed as students learn to use the language both as a means of communication and as a tool for reading and research. Systematic study of
ENGLISH  CWRR;Fiction by Other Means: Workshop;Rymer;English;2022 Spring;"[{""days"":""T""}]";12:00pm -  2:45pm;This is a short-story writing workshop that uses other creative genres – music, poetry, painting, film and photography – to advance students' fiction-writing abilities. Students will consider techniques and principles essential to other arts and apply them to their writing, enhancing in the process their comprehension of literary forms. Readings will include such modern short story masters as Helen Oyeyemi, Mavis Gallant, Angela Carter, and Edward P. Jones. Students will ta
SYSBIO  214QC;Science Communication- presentation skills;Lahav;Systems Biology;2022 Spring;"[{""days"":""M""},{""days"":""T""},{""days"":""W""},{""days"":""Th""},{""days"":""F""}]";10:00am -  3:00pm;The goals of this class are to teach students presentation skills, including finding the essential story, slide preparation, body language and how to give and respond to constructive feedback.Specifically, this class is designed to:Provide concrete guidelines for presentationsGet students to practice presenting their scienceMake students work through improv exercises to bond and find their on-stage personaCultivates a culture that embraces and nurtures diverse voices, styles and backgrounds.Incr
AFRAMER  142;Hiphop Worldwide;Morgan;African & African Amer Studies;2022 Spring;"[{""days"":""T""}]";9:45am -  11:45am;This reading seminar takes up the question of how and why Hiphop art, culture and politics has taken over and dominated American public, youth, popular culture and African American discourse in general.   I AM HIPHOP is a vivid exploration into the origins, culture, style, art and enduring influence of hiphop as a uniquely American black cultural art form adapted around the globe. It explores how hiphop language ideology has penetrated the ‘arts’ and American culture by ide
NEP  103A;Advanced Nepali;Patil;South Asian Studies;2021 Fall;"[{""days"":""Th""}]";6:00pm -  7:15pm;A reading course in Modern Nepali Literature, suitable for students who have at least three years of Nepali learning. This course is designed to help students understand some of the complex literary materials composed in modern Nepali language. The students will have an opportunity to read a wide variety of selected texts, understand the linguistic systems operative in those writings, and come up with their own informed understanding of them.
KORLIT  134;Korean Literature in Translation;Park;East Asian Langs & Civ;2021 Fall;"[{""days"":""T""},{""days"":""Th""}]";1:30pm -  2:45pm;This lecture course introduces undergraduate students to major works, writers, themes, and styles of Korean literature while exploring literature-inspired questions using Korean literature. All readings are in English. No knowledge of the Korean language is required. Knowledge of Korean culture and history is not required but is encouraged. Graduate students may take this course for credit after consultation with the instructor.
MEDLATIN  105;A Germanic Hero and His Afterlife: Walter’s Poem;Ziolkowski;Classics, The;2022 Spring;"[{""days"":""T""},{""days"":""Th""}]";1:30pm -  2:45pm;Studies an epic about an early Germanic warrior, Walter of Aquitaine, in the late Roman era of Attila the Hun. Considers date and authorship, heroism and gender roles, tribal and racial rivalries (including Franks and Goths) in Charlemagne’s time and later, manuscript transmission, and reception (from romanticism through the Nazi era). Sets the style and content of the poem into both Germanic and Latin contexts, with comparison of versions in Old Norse and other languages in translation an
ENG-SCI  111;Introduction to Scientific Computing;Obeid;Engineering Sciences;2021 Fall;"[{""days"":""M""},{""days"":""W""}]";1:30pm -  2:45pm;Many science and engineering problems don’t have simple analytical solutions or even accurate analytical approximations. Scientific computing can address certain of these problems successfully, providing unique insight. This course introduces some of the widely used techniques in scientific computing through examples chosen from physics, chemistry, biology, computer science and other fields. The purpose of the course is to introduce methods that are useful in applications and research and
GENED 1093;Who Lives, Who Dies, Who Cares? Reimagining Global Health;Kleinman;General Education;2021 Fall;"[{""days"":""T""},{""days"":""Th""}]";10:30am -  11:45am;If you are sick or hurt, whether you live or die depends not only on biological factors, but social ones: who you are and where you are, what sort of healthcare system is available to help you survive, and what kind of care is available to help you recover, if society believes you deserve it. The global coronavirus pandemic illustrates with dramatic urgency the role social forces play in patterning health inequities and determining individual fates. The vulnerabilities of those most likely to ge
PORTUG  123B;Portuguese Literary Studies II;Blackmore;Romance Languages & Lit;2022 Spring;"[{""days"":""M""}]";12:45pm -  2:45pm;A continuation of Portuguese 123a, with an emphasis on the nineteenth century and modernity.
HIST 1433;History of American Populisms;Flehinger;History;2022 Spring;"[{""days"":""M""},{""days"":""W""}]";9:00am -  10:15am;"This course studies the American Populist tradition that defines the common ""people"" as the foundation of American economic and political life and thrives on opposition between the people and ""elite"" interests. The class places the formal Populist movement of the late nineteenth century in broader context, from Jeffersonian tradition through the rise of anti-elitist and anti-government movements characterized by George Wallace, Sarah Palin, the Tea Parties, and the political"
PHYSICS  131;Computational Neuroscience;Sompolinsky;Physics;2022 Spring;"[{""days"":""M""},{""days"":""W""}]";3:00pm -  4:15pm;"Follows trends in modern brain theory, focusing on local neuronal circuits as basic computational modules. Explores the relation between network architecture, dynamics, and function. Introduces tools from information theory, statistical inference, and the learning theory for the study of experience-dependent neural codes. Specific topics: computational principles of early sensory systems; adaptation and gain control in vision, dynamics of recurrent networks; feature selectivity in cortical circu"
MUSIC  190R;The Sacred Sounds of Black Folk: The Black Choral Tradition;Price;Music;2022 Spring;"[{""days"":""F""}]";9:45am -  11:45am;“They that walked in darkness sang songs in the olden days – Sorrow Songs – for they were weary at heart.”- W.E.B. DuBois, The Souls of Black FolkThis course explores the brilliant resilience and demonstrative hope of the Black folk through an exploration of the Black Choral Tradition. From the Sorrow Songs of slavery (spirituals) to the Good News of Gospel Music, to the Conservatory Concert Stage and beyond, the sacred sounds of Black folk will be experienced through thr
SOCIOL 1155;Public Opinion Formation and Change in the United States and Abroad;Feinstein;Sociology;2022 Spring;"[{""days"":""T""},{""days"":""Th""}]";12:00pm -  1:15pm;In the past several decades, public opinion about governmental policies and political leaders has turned from a topic that was initially of interest primarily to pundits, politicians, and political strategists, into an integral topic of public conversation. This course examines core issues in public opinion research in the United States and other countries. In addition to reading and discussing prominent theories and research findings, students will engage in a “hands-on” exploration
JAPAN  150B;Readings and Discussion in Japanese Social Sciences;Asakura;East Asian Langs & Civ;2022 Spring;"[{""days"":""M""},{""days"":""W""}]";9:00am -  10:00am;Continuation of Japanese 150a.  Selected readings and discussion in Japanese primarily on contemporary topics in economics, sociology, political science, psychology, and cultural studies, with occasional readings from literature. Readings are supplemented by selections from audiovisual media on current social issues.
PSY 1861;Developmental Psychopathology;Weisz;Psychology;2021 Fall;"[{""days"":""T""},{""days"":""Th""}]";12:00pm -  1:15pm;We all have richly complex personalities that blend strengths with anomalies. This course examines the nature and origins of psychological anomalies, problems, and disorders that emerge during childhood, adolescence, and youth. Topics include anxiety, OCD, depression, conduct disorders, ADHD, eating disorders, autism, and responses to maltreatment and trauma. Coverage of each topic includes characteristics, causes and correlates, and effective treatments. Personal application of the concepts and
COMPSCI  136;Economics and Computation;Parkes;Computer Science;2021 Fall;"[{""days"":""M""},{""days"":""W""}]";9:00am -  10:15am;The interplay between economic thinking and computational thinking as it relates to electronic commerce, social networks, collective intelligence and networked systems. Topics covered include: game theory, peer production, reputation and recommender systems, prediction markets, crowd sourcing, network influence and dynamics, auctions and mechanisms, privacy and security, matching and allocation problems, computational social choice and behavioral game theory. Emphasis will be given to core metho
NEURO  141;The Physics of Sensory Systems in Biology;Samuel;Neuroscience;2021 Fall;"[{""days"":""T""},{""days"":""Th""}]";9:00am -  10:15am;Living organisms use sensory systems to inform themselves of the sights, sounds, and smells of their surrounding environments. Sensory systems are physical measuring devices, and are therefore subject to certain limits imposed by physics. Here we will consider the physics of sensory measurement and perception, and study ways that biological systems have solved their underlying physical problems. We will discuss specific cases in vision, olfaction, and hearing from a physicist's point of view
EMR  133;Power, Knowledge, Identity: Critical Approaches to Race and Ethnicity;Craig;Ethnicity, Migration, Rights;2021 Fall;"[{""days"":""M""},{""days"":""W""}]";1:30pm -  2:45pm;How might critical attention to race and ethnicity as they intersect with gender and sexuality—and also frameworks of indigeneity and class—shape how we study? How do these lenses shift the questions we ask, the information that counts as data, and the genres of work that we recognize as 'academic'?For those newer to studies of race and ethnicity, this course provides intersectional frameworks for recognizing what assumptions undergird academic projec
HIST 1208;Introduction to Islamic History: From the Rise of Islam to the Mongol Conquests, 620-1258;Kafadar;History;2021 Fall;"[{""days"":""T""},{""days"":""Th""}]";9:00am -  10:15am;The course will examine multiple themes in Islamic history during the period indicated. It will introduce students to early and medieval Islam in its Near Eastern setting and treat with admittedly less depth the subsequent advent of Islam in such geographies as North Africa, Spain, India, and Central Asia. Select primary sources (in translation) will be used to illuminate the students’ understanding of certain themes in the cultural, intellectual, and social history of Islamic societies, i
STAT  120;Introduction to Bayesian Inference and Applications;Kou;Statistics;2021 Fall;"[{""days"":""M""},{""days"":""F""}]";1:30pm -  2:45pm;Provides students a comprehensive understanding to the questions as of what is, how and why Bayesian. Introduction to classic Bayesian models, basic computational algorithms/methods for Bayesian inference, as well as their applications in various domain fields, and comparisons with classic Frequentist methods. As Bayesian inference finds its roots and merits particularly in application, this course puts great emphasis on enhancing students'  hands-on skills in statistical computation (m
NEP  104A;Readings in Modern Nepali Literature;Patil;South Asian Studies;2021 Fall;[];-  TBA;A reading course in Modern Nepali Literature, suitable for students who have at least three years of Nepali learning. This course is designed to help students understand some of the complex literary materials composed in modern Nepali language. The students will have an opportunity to read a wide variety of selected texts, understand the linguistic systems operative in those writings, and come up with their own informed understanding of them
MCB  100;Experimental Research in Molecular and Cellular Biology;Viel;Molecular & Cellular Biology;2021 Fall;"[{""days"":""Th""}]";3:00pm -  5:45pm;A laboratory course that immerses students in a dynamic project-based research environment. Participate in experimental projects directly linked with ongoing faculty research. Students select a project from the following research tracks: neurobiology, microbial sciences, cell biology, and synthetic biology. New projects, including some in other research fields, are offered every term. In a highly collaborative atmosphere, students form a fully-functional and diverse research group based on the s
ECON 1745;Corporate Finance;Bergstresser;Economics;2022 Spring;"[{""days"":""W""}]";3:00pm -  5:45pm;Introduction to corporate finance, including capital budgeting, capital structure of firms, dividend policy, corporate governance, and takeovers. Prerequisites for this course include Economics 1010a1, 1010a2, or 1011a, Mathematics 18, and Statistics 100.
GOV 1092;Progressive Alternatives: Institutional Reconstruction Now;Unger;Government;2022 Spring;"[{""days"":""T""}]";1:45pm -  3:45pm;An exploration of the past and future agenda of progressives, whether self-described as liberals or as leftists. What should they propose, now that they no longer believe in the usefulness of governmental direction of the economy or in the sufficiency of redistributive social programs? A basic concern is the relation of programmatic thought to the understanding of change and constraint.In the recent historical period, progressives have sought to humanize the established order rather than to reim
SCRB  145;From Cells to Tissues, in Sickness and in Health;Hsu;Stem Cell & Regenerative Biol;2022 Spring;"[{""days"":""T""},{""days"":""Th""}]";10:30am -  11:45am;Every cell is a part of a larger “community”, working together to enable tissue function. This course will explore the principles of building complex tissues from cells. How do cells know what tissues to make and when to make them? How do cells communicate with one another? What diseases can arise when these principles go awry? How can we build tissues in the lab? In addition to lectures, students will engage deeply in primary literature.
KOREAN  BA 001;Elementary Korean;Kim;East Asian Langs & Civ;2021 Fall;"[{""days"":""M""},{""days"":""W""},{""days"":""F""}]";10:30am -  11:30am;This introductory course is designed to provide a basic foundation in modern Korean language and culture by focusing on the balanced development of the interpersonal (speaking), interpretive (listening & reading), and presentational (formal speech & writing) skills. Students in Korean Ba  begin by learning the complete Korean writing system (Hangul), which is followed by lessons focusing on basic conversational skills, cultural competence, and grammatical structures. To provide suff
UYGHUR  120B;Intermediate/Advanced Uyghur;Gulina;East Asian Langs & Civ;2022 Spring;"[{""days"":""M""},{""days"":""W""},{""days"":""F""}]";9:00am -  10:15am;Continuation of Uyghur 120A.
ANTHRO 1718;Activist, Collaborative, and Engaged Interventions in Anthropology;Wright;Anthropology;2022 Spring;"[{""days"":""Th""}]";12:00pm -  2:45pm;What approaches and methodologies do anthropologists use to examine and strengthen theories and practices oriented towards community? What responsibilities do anthropologists have to the people and places with which they work? Can and should anthropologists engage in research that is community driven, politically conscious, and centrally concerned with the transformation of our social conditions? The urgency of the ongoing global pandemic and continued injustice and violence underscore the impor
HIND-URD  123;Bollywood and Beyond: Commercial Cinema, Language and Culture in South Asia;Delacy;South Asian Studies;2022 Spring;"[{""days"":""W""}]";12:00pm -  2:45pm;This course examines concepts of personhood, community and culture in South Asia as expressed in contemporary film and literature. Works in Hindi-Urdu and in translation will be examined with emphasis on language as an index of cultural difference and of broad social shifts, notably the transformation of audiences from citizens to culture-consumers. Knowledge of Hindi-Urdu is not required. However, there will be a section for students with intermediate proficiency utilizing language materials.
RELIGION 1040PPM;Interreligious Theology in a Post-Post-Modern Era;Clooney;Religion, The Study of;2021 Fall;"[{""days"":""M""},{""days"":""W""}]";10:30am -  11:45am;Theology is grounded in belief in God, or some Transcendent Reality that engages normatively our minds, hearts, bodies, lives. It is the practice of faith seeking understanding, attentive to the canonical scriptures and traditions, yet also to ritual, ethical and experiential learning. Today theology must be purified by contemporary critical questions, as honest theologians expose biases and systemic injustice, learn to be more suspicious of elite power structures and exclusions and, in our inte
SOCIOL 1177;Nationalism and the Nation State;Feinstein;Sociology;2021 Fall;"[{""days"":""T""},{""days"":""Th""}]";9:00am -  10:15am;Nationalism remains a powerful force in politics, even in democratic countries with long traditions of commitment to liberalism and republicanism, such as the United States. This course takes a comparative and historical look at nationalism and related social and political phenomena in settled and unsettled times. The course is structured around several core questions: Is nationalism an ancient phenomenon or relatively new? What is a nation-state, and how has it become the dominant form of polit
SAS  187;Dealing with the Divine: Religion and Reciprocity;Smith;South Asian Studies;2022 Spring;"[{""days"":""T""}]";10:30am -  1:15pm;
AFRAMER  189X;MEDICINE. SCIENCE, AND EMPIRE;Comaroff;African & African Amer Studies;2022 Spring;"[{""days"":""W""}]";2:00pm -  4:00pm;This class examines the changing place of medicine in the long history of modernity. Focusing on key moments   the birth of the clinic, the colonial encounter, the consolidation of medicine as profession, the age of genomics and biocapital, and the empire of global health it explores the distinctive role of medical knowledge and practice in the making of modernist persons, identities, economies, and political vocabularies. Readings are drawn from anthropology and the wider social scien
ECON 1123;Introduction to Econometrics;Bruich;Economics;2022 Spring;"[{""days"":""T""},{""days"":""Th""}]";3:00pm -  4:15pm;An introduction to multiple regression techniques with focus on economic applications. Discusses extensions to discrete response, panel data, and time series models, as well as issues such as omitted variables, missing data, sample selection, randomized and quasi-experiments, and instrumental variables. Also develops the ability to apply econometric and statistical methods using computer packages.
