course_id;course_name;professor;department;semester;days;time;description
FOLKMYTH  91R;Supervised Reading and Research;Brower;Folklore & Mythology;2021 Fall;[];-  TBA;"Instruction and direction of reading on material not treated in regular courses of instruction; special work on topics in folklore, mythology, and oral literature. Normally available only to concentrators in Folklore and Mythology."
SCAND  98;Tutorial - Junior Year;Broome;Germanic Languages & Lit;2022 Spring;[];-  TBA;Group or individual tutorial designed to supplement course work and to develop analytical techniques.
GOV  94GK;The Politics and Ethics of Medical Care;Katsh;Government;2021 Fall;"[{""days"":""Th""}]";3:00pm -  5:45pm;This course is an introduction to medical ethics and the ways in which political theory can inform our understanding of the moral and political dimensions of medical care. Using case studies as a launching point, we will explore ideas about autonomy, paternalism, beneficence, and distributive justice, and their application to issues such as informed consent, medical privacy, and the right to refuse care. The Fall 2021 iteration of the course will focus in particular on ethical and policy di
FRENCH  62 002;Exploring French Language and Culture Through Industry: Fashion, Cuisine, and Cabarets;Turman;Romance Languages & Lit;2021 Fall;"[{""days"":""T""},{""days"":""Th""}]";1:30pm -  2:45pm;In this advanced French language and culture course we will interrogate themes such as class, space, and cultural appropriation through the lens of marketing, sustainability, and business ethics in France. By contextualizing examples ranging from the department stores on Boulevard Haussmann to the commercialization of art and entertainment in Paris during the 19th century, we will explore the evolution of major French industries and their cultural legacy today. To this end, we will analyze video
ENGLISH  90LV;Consciousness from Austen to Woolf;Wood;English;2022 Spring;"[{""days"":""M""}]";3:00pm -  5:00pm;A look at the complex ways in which writers represent their characters' thought in texts by Austen, Flaubert, James, Tolstoy, Chekhov, Giovanni Verga, and Woolf. More broadly, traces the development of stream-of-consciousness, from Austen's incipient mastery of free indirect style, through Flaubert's more sophisticated use of it, to Woolf's full-blown inner monologues, seeing this development as not merely a fact of English and American literature, but as a phenomenon of world literature and an
AFVS  76;The Language of Modern Art;Joselit;Art, Film, and Visual Studies;2022 Spring;"[{""days"":""M""},{""days"":""W""}]";10:30am -  11:45am;"This course introduces students to modern art of the 20th and 21st centuries in the Western world. It will survey the “grammar” of modernism by focusing on   1) Collage (the arrangement of multiple images from the invention of film to the art of Picasso); 2) The Readymade (using “found” content, ordinary objects, as art); 3) Automatism (the introduction of chance and the unconscious into artmaking); and 4) Non-Objectivity (autonomous abstract aesthetic systems)."
AFVS  39;Letters to a Young Artist, Part 1;Rodriguez;Art, Film, and Visual Studies;2021 Fall;"[{""days"":""M""}]";1:30pm -  5:45pm;Studio course in interdisciplinary art with a focus on Institutional Critique– a form of conceptual art that questions the power structures underlying the circulation and display of art. Through assignments in sculpture, installation, mixed media, moving image and performance, students experiment with form and content and are introduced to critical methods and practices, as well as the pragmatics of exhibition-making. The course covers a social history of the studio, gallery, museum and a
SPANSH  10 001;Beginning Spanish I;Parra-Velasco;Romance Languages & Lit;2022 Spring;"[{""days"":""M""},{""days"":""T""},{""days"":""W""},{""days"":""Th""}]";9:00am -  10:15am;Spanish 10 is the first course in the Beginning Spanish sequence (SPAN 10-SPAN 11). This course is designed for students with little or no previous experience in Spanish. Through interactions with peers, instructors, and native Spanish-speakers around the world, students in this class discuss and analyze authentic multimodal texts (e.g., written, audio, audiovisual, visual) from various sources (e.g., social media, newspapers, museums). Through these interactions and ana
SOC-STD  98UD;Critical Theory of Knowledge, Technology and Power;Choi;Social Studies;2022 Spring;"[{""days"":""W""}]";12:45pm -  2:45pm;This tutorial explores the role and impact of science and technology on society, culture and politics from the perspective of critical theory. Building on the foundations of 20th-century critical theory by thinkers such as Benjamin, Heidegger and Foucault, the course provides an intellectual bridge to recent theoretic contributions in the field of science and technology studies (STS). Questions we’ll address along the way include: how do science and technology shape our experience and know
HIST  89A;British Colonial Violence in the 20th Century;Elkins;History;2022 Spring;"[{""days"":""Th""}]";3:00pm -  5:00pm;Will explore Britain's deployment of various forms of violence in its 20th-century empire, and how this violence was understood, justified, and represented in the empire and at home. Imperial objectives and policies will be weighed alongside local factors such as race, settler presence, indigenous responses to colonial rule, and economic and strategic interests to assess the universality and particularity of British colonial violence.
EXPOS  40 005;Public Speaking Practicum;Clarke;Expository Writing;2022 Spring;"[{""days"":""T""},{""days"":""Th""}]";12:00pm -  2:00pm;Expos 40 is an elective within the Writing Program, and focuses on developing and strengthening the skills necessary for successful public speaking. Students learn strategies for impromptu speaking, preparing and delivering presentations, formulating and organizing persuasive arguments, cultivating critical thinking, engaging with an audience, using the voice and body, and building confidence in oral expression.Admission is by application only. See any of the Canvas sites for a link to the onlin
ITAL  10 004;Beginning Italian I - Parliamo Italiano! Pathways to Italy;Trebaiocchi;Romance Languages & Lit;2021 Fall;"[{""days"":""M""},{""days"":""T""},{""days"":""W""},{""days"":""Th""}]";12:00pm -  1:15pm;This is a first semester beginning course designed for students with little or no knowledge of Italian. Through the explorations of six targeted urban areas and various aspects of Italian daily life (the university, home environments, currency, shopping habits, pop songs, and regional cuisines), this course will give you the language you need to communicate simply, but effectively in Italian and to get ready for future adventures in il bel paese. You will learn to talk about personal preferences
ENG-SCI  91HFR;Humanitarian Design Projects;Lombardo;Engineering Sciences;2021 Fall;"[{""days"":""T""}]";6:45pm -  8:00pm;Multi-year long team projects that provide an engineering experience working with partner communities on real-world problems. Projects provide exposure to problem definition, quantitative analysis, modeling, generation of creative solutions utilizing appropriate technology, engineering design trade-offs, and documentation/communication skills. These projects will be implemented with our project partners after the appropriate design and approvals have been obtained.
CHEM  99R;Tutorial - Senior Year;Tucci;Chemistry & Chemical Biology;2022 Spring;[];-  TBA;Research under the direction of, or approved by, a member of the faculty of the Department of Chemistry.
RELIGION  99A;Tutorial - Senior Year;Lamberth;Religion, The Study of;2022 Spring;[];-  TBA;A required component of the senior year tutorial is a biweekly seminar, led by the Assistant Director of Undergraduate Studies. Covers research methods and strategies in thesis writing. Students must complete both terms of this course (parts A and B).
SPANSH  61N 002;The Ethics of Business in Latin America;Gutierrez;Romance Languages & Lit;2021 Fall;"[{""days"":""T""},{""days"":""Th""}]";1:30pm -  2:45pm;An advanced language and culture class that examines literature and films portraying the political, sociological, financial and environmental impact of multinational companies doing business in Latin America. Students' linguistic competency is developed through discussion of the ethics of business, grammar reviews, and weekly writing assignments. Students will also choose a specific project for a business in Latin America and research its possible outcome and social, political, and environmental
HIND-URD  91R 001;Hindi-Urdu Supervised Readings;Asani;South Asian Studies;2022 Spring;[];-  TBA;Instruction in Hindi-Urdu in topics not covered in the regular curriculum.
YORUBA  BB;Intermediate Yoruba;Mugane;African & African Amer Studies;2022 Spring;[];-  TBA;Continuation of Yoruba A. Yoruba is spoken in the West African countries of Nigeria, Benin Republic, and parts of Togo and Sierra Leone, therefore constituting one of the largest single languages in sub-Saharan Africa. Yoruba is also spoken in Cuba and Brazil. Students will acquire the Yoruba language at the basic or elementary level. Students are strongly encouraged to take both parts of the course within the same academic year. The curriculum builds throughout the year.
HIST-LIT  99;Tutorial - Senior Year;Kaminsky;History & Literature;2022 Spring;[];-  TBA;History and Literature’s Senior Tutorial is a year-long, one-on-one course devoted primarily to researching and writing the Senior Thesis.
FRENCH  10;Beginning French I: Cross-Cultural Encounters in French;Mills;Romance Languages & Lit;2022 Spring;"[{""days"":""M""},{""days"":""T""},{""days"":""W""},{""days"":""Th""}]";10:30am -  11:45am;This beginning French course addresses the theme of cross-cultural encounters in French through engagement in the discussion and interpretation of texts, art, images, and film. You will gain an introduction to the French language with emphasis on interpersonal communication and the interpretation and production of language in written and oral forms. You will engage in interactive communicative activities that provide rich exposure to the French language and francophone culture(s). Class sessions
EXPOS  20 228;Expository Writing 20;Roth;Expository Writing;2021 Fall;"[{""days"":""M""},{""days"":""W""}]";12:00pm -  1:15pm;An intensive seminar that aims to improve each student’s ability to discover and reason about evidence through the medium of essays. Each section focuses on a particular theme or topic, described on the Expos Website. All sections give students practice in formulating questions, analyzing both primary and secondary sources and properly acknowledging them, supporting arguments with strong and detailed evidence, and shaping clear, lively essays. All sections emphasize revision.
SPC-CONC  97R;Tutorial - Sophomore Year;Laskin;Special Concentrations;2022 Spring;[];-  TBA;Individual tutorial arranged by the student in consultation with the Faculty Adviser and tutor.
HIST  12P;The History of Emotions;Penslar;History;2022 Spring;"[{""days"":""W""}]";12:45pm -  2:45pm;The history of emotion is a subset of both social history (the study of how humans have constructed and experienced their environment) and cultural history (the study of how humans have made sense of that environment and themselves).  This seminar will place emotion within specific social and cultural contexts and explore the intertwining of emotion, cognition, and judgment in public as well as private life.  Our emphasis will be the period from 1750 to the present, though our readings
EXPOS  40 003;Public Speaking Practicum;Carter;Expository Writing;2022 Spring;"[{""days"":""T""},{""days"":""Th""}]";3:45pm -  5:45pm;Expos 40 is an elective within the Writing Program, and focuses on developing and strengthening the skills necessary for successful public speaking. Students learn strategies for impromptu speaking, preparing and delivering presentations, formulating and organizing persuasive arguments, cultivating critical thinking, engaging with an audience, using the voice and body, and building confidence in oral expression.Admission is by application only. See any of the Canvas sites for a link to the onlin
RELIGION  91R 001;Supervised Reading and Research;Lamberth;Religion, The Study of;2022 Spring;[];-  TBA;Religion 91R is a course of supervised reading and research on a special topic in the Study of Religion. The course involves close reading and written work, both of which are evaluated by the faculty director with a letter grade and written comments. Students who wish to enroll in a 91R must receive the approval of the Director of Undergraduate Studies. 91R is ordinarily open only to concentrators. The instructor of the course must be a member of the Harvard faculty.
NEURO  99;Honors Thesis Research;Draft;Neuroscience;2022 Spring;[];-  TBA;For honors candidates writing a thesis in Neuroscience. This course is ordinarily taken in the last semester of enrollment. The Standing Committee must approve a thesis proposal prior to enrolling in Neuro 99. See the Neuroscience website for details.
FRSEMR  52J;Is There Cancer on Mars?;Parmigiani;Freshman Seminars;2022 Spring;"[{""days"":""Th""}]";3:00pm -  5:00pm;"In 2021, a special committee of the National Academies of Sciences, Engineering, and Medicine (NASEM) convened to “review and assess NASA's processes for long-term risk assessment and management for currently anticipated crewed missions with respect to cancer due to exposure to space radiation”.  This is timely for two reasons: first, NASA is studying a manned mission to planet Mars; second, several initiatives are competing to launch civilian space travel, for which NASA&rs"
SOCIOL  98DA;Junior Tutorial: Collective Identity;Dromi;Sociology;2021 Fall;"[{""days"":""Th""}]";9:00am -  11:00am;Blue collar and middle class, Blacks and Latinx, Christians and Muslims, Americans and French, Harvardians and Yalies –groups have, by their very definition, some criteria to discern those who belong from those who do not, whether they are as large as whole nations, or as small as a group of friends. But what does it mean for a group to have a collective identity? This course will examine what collective identity is and how we can study it sociologically. It will ask questions such as Does
SPANSH  30 001;Upper-level Spanish: Four Countries and their Cultures;Liander;Romance Languages & Lit;2022 Spring;"[{""days"":""M""},{""days"":""W""},{""days"":""F""}]";10:30am -  11:45am;An advanced language class that reinforces the practice of oral and written communication in Spanish through topics in contemporary cultural materials from Spain and Latin America. Students will focus on improving proficiency, refining pronunciation and acquiring vocabulary. In addition to in-class discussions, course work involves grammar review and practice in writing. Consult course website for current semester topics.
SOC-STD  98UA;Race and Ethnicity in Comparative Perspective;Alemu;Social Studies;2021 Fall;"[{""days"":""W""}]";12:00pm -  2:00pm;This course examines constructions of race, ethnicity, class, and caste in historical and global comparison, with attention to contexts outside of the United States. We will read historical works investigating racialization from as early as the 11th century, as well as more contemporary ethnography and sociology from African, South Asian, Native, and Pacific studies, among others. Our goal is both to nuance our understanding of the material, social, and political conditions that have linked iden
GENED 1161;If There Is No God, All Is Permitted: Theism and Moral Reasoning;Harris;General Education;2022 Spring;"[{""days"":""T""},{""days"":""Th""}]";12:45pm -  2:00pm;"For centuries in the West, Jewish and Christian thinkers (among others) have asserted that moral judgment is impossible without some concept of the deity. So convincing were they that one important character created by a Russian author of the nineteenth century was led to express the idea (if not exactly the words), ""if there is no God, all is permitted."" In more recent times some thinkers have challenged this assumption, and insisted that removing (or reducing) the role of God is"
ENG-SCI  95R;Startup R & D;Bottino;Engineering Sciences;2022 Spring;"[{""days"":""T""}]";3:00pm -  5:45pm;"Students do field-based work in entrepreneurship to develop their existing startup and explore new ideas and opportunities for startup design. The course is for students seeking innovation experience as a founder of a startup. Students may work individually; teams are preferred. Requires self-directed, independent work and active outreach to mentors, customers, and partners for guidance and feedback in addition to that provided by the instructor. Students will share their work regularly and enga"
ROM-STD  91R;Supervised Reading and Research;Richman;Romance Languages & Lit;2022 Spring;[];-  TBA;Tutorial supervision of research in subjects not treated in regular courses.
HIST  15A;The Challenge of Making America Modern;Cohen;History;2022 Spring;"[{""days"":""T""}]";12:45pm -  2:45pm;Before and after World War II, and with greater intensity thereafter, Americans anticipated building a modern society of shared material prosperity and political equality. In particular, a well-paid working class was promised a middle-class lifestyle of home ownership, consumer abundance, and increasing leisure. Towards this goal, new highways, housing developments, shopping malls, and chain stores transformed the American physical landscape. The results, however, were mixed, varying according t
EXPOS  20 231;Expository Writing 20;Pietras;Expository Writing;2022 Spring;"[{""days"":""M""},{""days"":""W""}]";4:30pm -  5:45pm;An intensive seminar that aims to improve each student’s ability to discover and reason about evidence through the medium of essays. Each section focuses on a particular theme or topic, described on the Expos Website. All sections give students practice in formulating questions, analyzing both primary and secondary sources and properly acknowledging them, supporting arguments with strong and detailed evidence, and shaping clear, lively essays. All sections emphasize revision.
TDM  90AR;Production Studio: Theatre Making through Relationship and Contemplation;Teo;Theater, Dance & Media;2021 Fall;"[{""days"":""M""}]";3:00pm -  5:45pm;Mei Ann Teo is a genderqueer immigrant -  fully Chinese Singaporean and Asian American - who experiences how a 24 hour flight away, their relative position of privilege and safety dramatically shifts. They spent 5 months of 2020 living with their Seventh Day Adventist parents in Singapore (first time in 20 years) while racial uprising happened in the US - unearthing many strange connections of American imperialism and white supremacy to Colonial legacies and Global Anti Blackness, all while
APMTH  91R;Supervised Reading and Research;Levine;Applied Mathematics;2021 Fall;[];-  TBA;Supervised reading or research on topics not covered by regular courses.  For AM concentrators, work may be supervised by faculty in other departments.  For non-concentrators, work must be supervised by an AM faculty member.  Students must receive the approval of an (Associate) Director of Undergraduate Studies and obtain their signature before submitting AM91r forms.
GENED 1116;Medical Ethics and History;Jones;General Education;2021 Fall;"[{""days"":""T""},{""days"":""Th""}]";10:30am -  11:45am;Students will encounter the ethical dilemmas of medical practice throughout their lives, whether with their own health, or with the health their families and friends. This course will equip them with the tools of moral philosophy so that they can recognize, critique, and craft arguments grounded in appeals to utilitarianism, deontology, or rights. But the course will focus on historical analysis of the debates so that students understand how social, economic, and political contexts have influenc
ECON  910R;Supervised Reading and Research;Bruich;Economics;2021 Fall;[];-  TBA;Supervised reading--by an economics faculty member--leading to a long term paper on a topic or topics not covered by regular courses.
EXPOS  20 255;Expository Writing 20;TBA;Expository Writing;2022 Spring;"[{""days"":""M""},{""days"":""W""}]";4:30pm -  5:45pm;An intensive seminar that aims to improve each student’s ability to discover and reason about evidence through the medium of essays. Each section focuses on a particular theme or topic, described on the Expos Website. All sections give students practice in formulating questions, analyzing both primary and secondary sources and properly acknowledging them, supporting arguments with strong and detailed evidence, and shaping clear, lively essays. All sections emphasize revision.
PSY  980AC;Mood Disorders;Hooley;Psychology;2021 Fall;"[{""days"":""F""}]";12:00pm -  2:00pm;Most of us feel sad or down from time to time, yet some of us experience clinical depression that can last months or years. Why are some people more vulnerable to developing depression than others?  This course will draw on classic and cutting-edge empirical research to examine the etiology, symptom presentation, course, and treatment of mood disorders including depression, bipolar and related disorders.
FRSEMR  22I;The Science of Sailing;Bloxham;Freshman Seminars;2021 Fall;"[{""days"":""M""}]";6:00pm -  8:00pm;Explores the application of simple physics to various natural phenomena associated with sailing. Topics addressed range from hydrostatics (e.g. why do boats float?) to meteorology (e.g. why do sea breezes veer during the afternoon?). Explores in depth the generation of lift and drag by the flow of air over sails and the flow of water over keels and rudders, examining critically the numerous incorrect explanations in the popular literature.
MODMDEST  91R;Supervised Reading and Research;Zeghal;Near Eastern Languages & Civ;2021 Fall;[];-  TBA;Tutorial supervision of research in subjects not treated in regular courses.
INDSTUDY  1 009;Independent Study;Roy;No Department;2021 Fall;[];-  TBA;Independent Study is designed to provide credit for field research, academic study not available in regular course work, or practice or performance in the arts. What distinguishes a suitable project is the application of analytical skills to the object of Independent Study.  Any sophomore, junior, or senior whose previous record is satisfactory may petition to undertake Independent Study for non-letter-graded credit.  Students may access the petition for Independent Study on the Office
ECON  10A;Principles of Economics (Microeconomics);Furman;Economics;2021 Fall;"[{""days"":""M""},{""days"":""W""}]";10:30am -  11:45am;Economists study human behavior using a combination of models and data. Ec 10a introduces students to economic models by using intuitive discussions, graphical analysis, and, in some cases, very basic algebra. The models study individual decision-making and markets, and range from classical approaches like supply and demand to more recent approaches that consider informational limitations and behavioral mistakes. We will also use data to understand the strengths and weaknesses of these models. T
MUSIC 9999;Independent Study - Private Music Lessons;Wolf;Music;2022 Spring;[];-  TBA;
GENED 1084;The First Nine Months;Haig;General Education;2022 Spring;"[{""days"":""T""},{""days"":""Th""}]";9:00am -  10:15am;What makes a human? A baby develops from a single cell during the nine months of gestation, but the process that begins so simply has complications that stretch beyond the womb into questions of human identity and individuality. This course will explore the process of embryonic and fetal development, highlighting complicated questions such as the medical dilemma of maternal-fetal conflict, which occurs when doctors must evaluate the competing health needs of both fetus and mother. You will
PSY  15;Social Psychology;Cushman;Psychology;2021 Fall;"[{""days"":""M""},{""days"":""W""}]";12:00pm -  1:15pm;"An introduction to social psychological research and theory regarding everyday behavior, incorporating methods from the life sciences (neuroscience, genetics, evolutionary biology). Topics include: attitudes and social influence; obedience to authority; stereotyping, prejudice, and intergroup relations; emotion; interpersonal attraction; morality and prosocial behavior; and errors of everyday human judgment"
EXPOS  20 251;Expository Writing 20;Holmes;Expository Writing;2021 Fall;"[{""days"":""T""},{""days"":""Th""}]";3:00pm -  4:15pm;An intensive seminar that aims to improve each student’s ability to discover and reason about evidence through the medium of essays. Each section focuses on a particular theme or topic, described on the Expos Website. All sections give students practice in formulating questions, analyzing both primary and secondary sources and properly acknowledging them, supporting arguments with strong and detailed evidence, and shaping clear, lively essays. All sections emphasize revision.
ECON  985A;Econ 985: Senior Thesis Research;Gajwani;Economics;2021 Fall;[];-  TBA;Part one of a two part series. The curriculum for this course builds throughout the academic year. Students must to complete both terms of this course (parts A and B) within the same academic year in order to receive credit.Workshop for seniors writing economics theses, taught in classes of approximately 12 students each. Emphasis on choice of research topics, methodology, and writing. Students are required to complete written and oral presentations of their work in progress. Part one of a two-p
ENGLISH  CAFR;CAFR: Advanced Fiction Workshop: Writing this Present Life;Messud;English;2021 Fall;"[{""days"":""Th""}]";3:00pm -  5:45pm;Intended for students with prior fiction-writing and workshop experience, this course will concentrate on structure, execution and revision. Exploring various strands of contemporary and recent literary fiction – writers such as Karl Ove Knausgaard, Rachel Cusk, Chimamanda Adichie, Valeria Luiselli, etc – we will consider how fiction works in our present moment, with emphasis on a craft perspective. Each student will present to the class a published fiction that has influenced them.
INDSTUDY  1 010;Independent Study;Daily;No Department;2021 Fall;[];-  TBA;Independent Study is designed to provide credit for field research, academic study not available in regular course work, or practice or performance in the arts. What distinguishes a suitable project is the application of analytical skills to the object of Independent Study.  Any sophomore, junior, or senior whose previous record is satisfactory may petition to undertake Independent Study for non-letter-graded credit.  Students may access the petition for Independent Study on the Office
SPANSH  30 001;Upper-level Spanish: Four Countries and their Cultures;Liander;Romance Languages & Lit;2021 Fall;"[{""days"":""M""},{""days"":""W""},{""days"":""F""}]";10:30am -  11:45am;An advanced language class that reinforces the practice of oral and written communication in Spanish through topics in contemporary cultural materials from Spain and Latin America. Students will focus on improving proficiency, refining pronunciation and acquiring vocabulary. In addition to in-class discussions, course work involves grammar review and practice in writing. Consult course website for current semester topics.
AFVS  97;Tutorial - Sophomore Year;TBA;Art, Film, and Visual Studies;2022 Spring;"[{""days"":""M""}]";12:00pm -  2:30pm;"A tutorial course on the foundations and subjects of Art, Film and Visual Studies, encompassing Film, Video and Animation; Studio Art and Photography; Film Studies; Environmental Studies; Design; and Curatorial Studies, including the work of both the Harvard Film Archive and the Carpenter Center for the Visual Arts.   Supported by readings, projects and screenings, the tutorial is taught by a rotation of the regular and visiting faculty."
AFRAMER  98A;Junior Tutorial - African Studies;Carpio;African & African Amer Studies;2022 Spring;[];-  TBA;Students wishing to enroll must petition the Director of Undergraduate Studies for approval, stating the proposed project, and must have the permission of the proposed instructor. Ordinarily, students are required to have taken some coursework as background for their project.
HAA  98AR;Junior Tutorial;Roberts;History of Art & Architecture;2021 Fall;"[{""days"":""M""}]";9:00am -  11:45am;"Required of juniors concentrating in History of Art and Architecture. A group tutorial consisting of weekly meetings with a graduate student, with regular reading and writing assignments. HAA 98ar offers concentrators the choice of several study groups investigating a particular field or topic in art history, including each year: museums and collections; race and aesthetics; the art of looking and writing, and; architectural methods. Concentrators select two of the group tutorial topics.For AY 2"
E-PSCI  91;Supervised Reading and Research;Kuang;Earth & Planetary Sciences;2022 Spring;[];-  TBA;Supervised reading and research on topics not covered by regular courses of instruction. Taught by faculty members of the department.
PHIL  97 001;Tutorial I;Chen;Philosophy;2022 Spring;"[{""days"":""W""}]";3:00pm -  5:45pm;Required of all concentrators, joint concentrators, and students pursuing a secondary in philosophy.
E-PSCI  54;Minerals and Rocks of the Earth and Planets;Fischer;Earth & Planetary Sciences;2022 Spring;"[{""days"":""M""},{""days"":""W""}]";3:00pm -  4:15pm;"Minerals and rocks are the building blocks of the Earth and other planets, and understanding their properties and occurrences has applications to many diverse areas of Earth and planetary sciences. This course provides a comprehensive foundation of mineralogy and introductory petrology for students of Earth and planetary sciences, materials science, chemistry, or related fields. Topics include: bonding; symmetry; crystallography; deep Earth mineralogy; planetary mineralogy; petrology; and the bo"
SPANSH  15;Intensive Beginning Spanish: Special Course;Parra-Velasco;Romance Languages & Lit;2022 Spring;"[{""days"":""M""},{""days"":""T""},{""days"":""W""},{""days"":""Th""},{""days"":""F""}]";9:00am -  10:15am;This intensive beginning class is for students with no previous formal training in Spanish, but with competence in at least one language other than English. In this class, students explore a host of social, cultural, and environmental issues that have historically impacted the lives and livelihoods of local, national, and foreign Spanish-speaking communities. Throughout the semester, students interact constantly with instructors, peers, and native Spanish speakers around the world as they e
CATALAN  91R;Supervised Reading and Research;Aguirre-Oteiza;Romance Languages & Lit;2021 Fall;[];-  TBA;This course is a tutorial supervision of research on subjects not treated in regular courses. This proficiency language course seeks to improve competence in Catalan language as well as in different topics through close reading of literary and non-literary genres. Thanks to the seminar-format course, you will be personally monitored in your learning process and guided to put your knowledge into practice inside and outside the class. It may be used for further language study after Catalan 10, 11,
GOV  94YG;Global Ethnic Politics;Ayee;Government;2022 Spring;"[{""days"":""W""}]";12:00pm -  2:45pm;Global Ethnic Politics is an undergraduate course that focuses on the social and political implications of ethnic identities in different parts of the world. The course provides a comparative, global analysis of race and ethnicity, and is designed to help students understand the history, dynamics, and salience of ethnic inequality and political cleavage. Issues under consideration include definitions of race and ethnicity, colonization, nationhood, the politics and political history of indigenou
FOLKMYTH  96R;Senior Projects;Brower;Folklore & Mythology;2021 Fall;[];-  TBA;Designed for seniors completing their (non-thesis) senior project to meet the requirement for the concentration's senior project option.
INDSTUDY  1 003;Independent Study;Chavers;No Department;2022 Spring;[];-  TBA;Independent Study is designed to provide credit for field research, academic study not available in regular course work, or practice or performance in the arts. What distinguishes a suitable project is the application of analytical skills to the object of Independent Study.  Any sophomore, junior, or senior whose previous record is satisfactory may petition to undertake Independent Study for non-letter-graded credit.  Students may access the petition for Independent Study on the Office
GHHP  99 001;Research in Global Health and Health Policy;Cutler;Global Health & Health Policy;2022 Spring;"[{""days"":""W""}]";3:00pm -  5:00pm;Global health and health policy are interdisciplinary fields that apply the theories and methods of statistics, sociology, political science, economics, management, decision science, and philosophy to the study of population health and health care. Research from these fields influences policymaking in a variety of settings. For example, the Patient Protection and Affordable Care Act (ACA) drew upon health policy research to develop programs for improving access and quality of care in the United
GERMAN  10AB;Beginning German (Intensive);Parkes;Germanic Languages & Lit;2021 Fall;"[{""days"":""M""},{""days"":""T""},{""days"":""W""},{""days"":""Th""},{""days"":""F""}]";Split Schedule;A complete first-year course in one term for students with little or no knowledge of German. Provides an introduction to language and culture of the German-speaking countries. Students develop basic communication competencies (spoken and written), and will be able to understand and use high-frequency vocabulary and basic grammatical structures. Instruction is supplemented by a variety of texts, including poetry, songs, and visual media.
EXPOS  10 102;Introduction to Expository Writing;Davies;Expository Writing;2021 Fall;"[{""days"":""T""},{""days"":""Th""}]";12:00pm -  1:15pm;In Expos Studio 10, students practice analyzing sources, developing and organizing their ideas, and making arguments as they become familiar with the expectations of college writing. In small classes taking a hands-on approach, students work closely with instructors to learn strategies for drafting and revising clear, engaging essays. Students meet frequently in individual conferences with instructors to discuss their work, and the class also emphasizes collabo
FRENCH  70A;Inventions of Space: French Literature from Origins to the Enlightenment;Conley;Romance Languages & Lit;2021 Fall;"[{""days"":""T""},{""days"":""Th""}]";12:00pm -  1:15pm;"This course studies inventions of literary space from La Chanson de Roland (1100) to Cyrano de Bergerac, Les Empires de la lune (1658).  Corrlating literature with geography and cartography, it engages close readings of (generally short) selections from founding works of an enduring canon.  (I) In the Middle Ages:  Marie de France (1170), Lais; Chrétien de Troyes (1180), Yvain, ou le chevalier au lion; François Villon, Le Testament (1460/1489).  (II) For the ear"
ENGLISH  90KB;Poems of Seamus Heaney and Thomas Hardy;Scarry;English;2021 Fall;"[{""days"":""Th""}]";3:00pm -  5:00pm;Written a century apart, the poems of Seamus Heaney and Thomas Hardy create an urgent call and response between earth and under-earth. The poets share metrical virtuosity, compressed lyric forms, the unfolding of personal history within public crisis and transformation, and the recognition that the acuity of sentience — the daily practice of exquisitely precise perceptual acts — is the ethical center of our brief stay above ground.
FRSEMR  50V;Sea Monsters;Girguis;Freshman Seminars;2022 Spring;"[{""days"":""W""}]";12:00pm -  2:45pm;There have always been tales of sea monsters. For as long as we humans have ventured into the ocean, our imaginations have conjured images of serpents, krakens, leviathans, and other creatures, all of whom seem bent on the destruction of those who dare set foot into the sea. Humankind’s conviction that sea monsters are real is so powerful that—even today—rumors abound of sea monsters lurking in the depths. Indeed, every major religion—Eastern and Western—features se
PHIL  97 004;Tutorial I;Chen;Philosophy;2022 Spring;"[{""days"":""F""}]";12:00pm -  2:45pm;Required of all concentrators, joint concentrators, and students pursuing a secondary in philosophy.
LATIN  AX;Latin Review and Reading;Livingston;Classics, The;2021 Fall;"[{""days"":""M""},{""days"":""T""},{""days"":""W""},{""days"":""Th""}]";3:00pm -  4:15pm;Latin Ax is designed for students who have studied some Latin prior to enrollment at Harvard. Participants will review and consolidate their knowledge of Latin grammar and apply that knowledge to the reading of short classical texts, both literary and non-literary (such as inscriptions). Students should leave the course able to read with the precision that is necessary to use primary sources in research.
CLASSIC  98 002;Tutorial - Junior Year;Weiss;Classics, The;2022 Spring;"[{""days"":""M""}]";3:00pm -  5:45pm;Close study of a topic in Greco-Roman civilization and/or literature, culminating in the preparation of a substantial research paper (ca. 20 pages).  This is a junior tutorial.
MATH  21A;Multivariable Calculus;Freund;Mathematics;2022 Spring;[];-  TBA;"To see how calculus applies in practical situations described by more than one variable, we study integration over curves, surfaces, and solid regions using different coordinate systems; parameterization of curves and surfaces; vectors, lines, and planes; partial derivatives and the gradient; constrained and unconstrained optimization; divergence and curl of vector fields; and the Green's, Stokes's, and Divergence Theorems."
EXPOS  20 239;Expository Writing 20;Scheffler;Expository Writing;2022 Spring;"[{""days"":""M""},{""days"":""W""}]";12:00pm -  1:15pm;An intensive seminar that aims to improve each student’s ability to discover and reason about evidence through the medium of essays. Each section focuses on a particular theme or topic, described on the Expos Website. All sections give students practice in formulating questions, analyzing both primary and secondary sources and properly acknowledging them, supporting arguments with strong and detailed evidence, and shaping clear, lively essays. All sections emphasize revision.
RELIGION  98R;Tutorial - Junior Year;Lamberth;Religion, The Study of;2022 Spring;[];-  TBA;Part of the sequence of small seminars focused on critical thinking and writing skills for concentrators, this course provides in-depth study of selected themes, texts, traditions or time periods.
